,ID_site,ID_external,state,federal_state,community,cadastral_section,site_type_1,site_type_2,dat_type,chrono_very_rough,chrono_rough,chrono_complex,LV03_Hochwert_fuzzy,LV03_Rechtswert_fuzzy
1348,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,207066,565452
1349,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,207496,566235
1350,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,,,207257,565453
1351,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,207654,565652
1352,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,207524,565445
1353,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,207595,565826
1354,1081,,CH,Neuchâtel,Saint-Blaise,Chemin du Diable,burial place,stone cist single,typological,neolithic,EN,GBK,207404,566096
1355,1082,,CH,Neuchâtel,Saint-Blaise,Gare,settlement,settlement lakeshore,typological,bronze age,EBA,BzA2,207442,565720
1356,1086,214/305.0 \,CH,Vaud,Saint-Cierges,Broillet,settlement,settlement mineral soil,typological,bronze age,,,172608,545839
1357,1087,29/304.0 \,CH,Vaud,Saint-George,Château Guyon,single find,stray findings (>1),typological,bronze age,LBA,,153986,510914
1358,1088,346/300.1 \,CH,Vaud,Saint-Légier-La Chiésaz,Hauteville,single find,single find,typological,bronze age,,,147228,556056
1359,1097,,CH,Fribourg,Saint-Martin,Le Jordil,burial place,grave single,typological,bronze age,EBA,BzA2,158541,558649
1360,1102,,CH,Vaud,Saint-Prex,En Marcy,settlement,settlement mineral soil,14-C,bronze age,LBA,HaB,149591,524911
1361,1103,,CH,Vaud,Saint-Prex,Fraidaigue I,settlement,settlement lakeshore,typological,neolithic,EN,,149959,526098
1362,1104,179/301.0 \,CH,Vaud,Saint-Prex,Fraidaigue II,settlement,settlement lakeshore,typological,neolithic,LN,,149090,525444
1363,1105,179/303.0 \,CH,Vaud,Saint-Prex,La Moraine,settlement,settlement lakeshore,typological,bronze age,LBA,,148058,525520
1364,1106,179/300.3 \,CH,Vaud,Saint-Prex,Au Mouret,single find,stray findings (>1),typological,bronze age,,,149198,524987
1365,1107,179/306.0 \,CH,Vaud,Saint-Prex,En Fribourg,burial place,grave single,typological,bronze age,LBA,,148004,523713
1366,1108,179/299.7 \,CH,Vaud,Saint-Prex,undef.,burial place,grave single,typological,bronze age,,,148639,525499
1367,1110,181/303.1 \,CH,Vaud,Saint-Sulpice,La Venoge,settlement,settlement lakeshore,dendro,bronze age,LBA,HaB,151285,532129
1368,1111,181/303.2 \,CH,Vaud,Saint-Sulpice,La Venoge; Le Stand,settlement,settlement lakeshore,typological,neolithic,,,151527,532278
1369,1112,181/301.0 \,CH,Vaud,Saint-Sulpice,Les Pierrettes,settlement,settlement lakeshore,typological,bronze age,LBA,,152860,534526
1370,1112,181/301.0 \,CH,Vaud,Saint-Sulpice,Les Pierrettes,settlement,settlement lakeshore,typological,neolithic,,,152438,534861
1371,1113,181/300.8 \,CH,Vaud,Saint-Sulpice,undef.,settlement,settlement lakeshore,typological,neolithic,,,152366,533161
1372,1114,181/302.1 \,CH,Vaud,Saint-Sulpice,En Petoleyres,burial place,grave cemetery (>10),typological,bronze age,LBA,,152367,532969
1373,1115,181/299.5 \,CH,Vaud,Saint-Sulpice,undef.,burial place,stone cist single,typological,bronze age,LBA,BzD,152066,532550
1374,1116,181/299.7 \,CH,Vaud,Saint-Sulpice,undef.,burial place,grave single,typological,bronze age,LBA,HaA|B,152075,533045
1375,1117,181/305.0 \,CH,Vaud,Saint-Sulpice,En Champagny (Sud),burial place,grave single,typological,bronze age,LBA,,152075,532732
1376,1118,181/299.2 \,CH,Vaud,Saint-Sulpice,undef.,burial place,grave single,typological,bronze age,LBA,,152109,532803
1377,1119,,CH,Vaud,Saint-Sulpice,undef.,single find,single find,typological,bronze age,LBA,BzD,152288,533402
1378,1120,,CH,Vaud,Saint-Sulpice,Maison Blanche,single find,single find,typological,bronze age,LBA,BzD,152206,532915
1379,1122,124/300.3 \,CH,Vaud,Sainte-Croix,La Sagne,single find,single find,typological,prehistoric,,,185573,528406
1380,1123,124/300.4 \,CH,Vaud,Sainte-Croix,Vers-chez-Henri,single find,single find STONE AXE,typological,neolithic,,,187739,525523
1381,1124,124/303.0 \,CH,Vaud,Sainte-Croix,Grotte des Lacs; Grotte de la Grande Poule,settlement,settlement abri/cave,typological,bronze age,,,185569,531747
1382,1124,124/303.0 \,CH,Vaud,Sainte-Croix,Grotte des Lacs; Grotte de la Grande Poule,settlement,settlement abri/cave,typological,neolithic,,,185427,531315
1383,1125,124/317.1 \,CH,Vaud,Sainte-Croix,Entre Roches; col des Etroits,settlement,production place,typological,bronze age,LBA,,188107,528404
1384,1126,124/300.6 \,CH,Vaud,Sainte-Croix,undef.,single find,single find,typological,bronze age,MBA,BzC,187206,527716
1385,1131,,CH,Fribourg,St. Antoni,Burgbühl,burial place,grave single,typological,bronze age,EBA,BzA2,186693,587048
1386,1132,,CH,Bern,Säriswil,Im Zelgli,single find,single find,typological,bronze age,MBA,BzC,205526,592783
1387,1133,56(A)1,CH,Aargau,Sarmenstorf,Zigiholz,burial place,barrow group (>1<10),typological,bronze age,MBA,,240720,662712
1388,1133,56(A)1,CH,Aargau,Sarmenstorf,Zigiholz,burial place,barrow group (>1<10),typological,neolithic,EN,AC/SK,240748,663220
1389,1134,,CH,Genève,Satigny,Choully et Peissy,settlement,settlement mineral soil,typological,bronze age,,,119850,490950
1390,1134,,CH,Genève,Satigny,Choully et Peissy,settlement,settlement mineral soil,typological,neolithic,,,120089,491373
1391,1135,,CH,Genève,Satigny,Satigny-Crédery,settlement,settlement mineral soil,typological,bronze age,,,120373,491127
1392,1135,,CH,Genève,Satigny,Satigny-Crédery,settlement,settlement mineral soil,typological,neolithic,LN,,120456,491664
1393,1142,\ 175,CH,Luzern,Schenkon,Trichtermoos/Altstadt,settlement,settlement lakeshore,typological,bronze age,LBA,,225353,652742
1394,1142,\ 175,CH,Luzern,Schenkon,Trichtermoos/Altstadt,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,225391,652689
1395,1142,\ 175,CH,Luzern,Schenkon,Trichtermoos/Altstadt,settlement,settlement lakeshore,dendro & 14-C,neolithic,UN,Cortaillod,225020,652375
1396,1143,,CH,Fribourg,Schmitten,Schmittenmoos,single find,single find,typological,bronze age,LBA,BzD|HaA,189889,585800
1397,1144,,CH,Fribourg,Schmitten,Schlossmatte,settlement,settlement mineral soil,typological,prehistoric,,,190598,586529
1398,1145,88(A)21,CH,Aargau,Schniznach,Strick-Dägerfeld,burial place,grave group (>1<10),typological,bronze age,LBA,BzD,256710,653715
1399,1147,,CH,Luzern,Schötz,Schötz 1,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,225967,643933
1400,1147,,CH,Luzern,Schötz,Schötz 1,settlement,settlement lakeshore,typological,neolithic,LN,Lattrigen,225350,643610
1401,1147,,CH,Luzern,Schötz,Schötz 1,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,225499,643831
1402,1147,,CH,Luzern,Schötz,Schötz 1,settlement,settlement lakeshore,typological,neolithic,UN,Egolzwil,225212,643498
1403,1148,\ 2,CH,Luzern,Egolzwil,Schötz 2,settlement,settlement lakeshore,typological,neolithic,EN,,225718,644205
1404,1149,,CH,Luzern,Schötz,Schötz 4,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,225547,644271
1405,1150,\ 3,CH,Luzern,Egolzwil,Schötz 6; Seespitz,settlement,settlement lakeshore,typological,neolithic,,,225605,644680
1406,1151,,CH,Luzern,Schötz,Schützenmatte,burial place,barrow single,typological,bronze age,LBA,,225489,641999
1407,1152,324.000. \ 13018,CH,Bern,Schwadernau,Zihlbett,single find,stray findings (>1),typological,bronze age,LBA,BzD,220863,590371
1408,1152,324.000. \ 13018,CH,Bern,Schwadernau,Zihlbett,single find,stray findings (>1),typological,bronze age,EBA,BzA2,221232,590746
1409,1153,484.003.1 \ 13875,CH,Bern,Seeberg,Burgäschisee-Süd,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,224336,618252
1410,1154,484.003.2 \ 13876,CH,Bern,Seeberg,Burgäschisee-Südwest,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,224607,617861
1411,1156,012.001. \ 11636,CH,Bern,Seedorf,Lobsigensee,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,209480,589965
1412,1156,012.001. \ 11636,CH,Bern,Seedorf,Lobsigensee,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,209486,590332
1413,1157,154(A)1,CH,Aargau,Seengen,Riesi,settlement,settlement lakeshore,typological,bronze age,LBA,,241298,658276
1414,1158,154(A)28,CH,Aargau,Seengen,Primarschule,burial place,barrow single,14-C,neolithic,EN,,242759,658602
1415,1159,114/2 \,CH,Solothurn,Selzach,Müren,single find,single find STONE AXE,typological,neolithic,,,232871,601061
1416,1163,\ 539,CH,Luzern,Sempach,Festhütte,settlement,settlement lakeshore,typological,bronze age,EBA,,221220,657405
1417,1163,\ 539,CH,Luzern,Sempach,Festhütte,settlement,settlement lakeshore,typological,neolithic,,,221665,657604
1418,1164,402 \ 539,CH,Luzern,Sempach,Uferpromenade,settlement,settlement lakeshore,dendro,bronze age,LBA,,221111,657462
1419,1164,402 \ 539,CH,Luzern,Sempach,Uferpromenade,settlement,settlement lakeshore,typological,bronze age,EBA,,221093,657817
1420,1164,402 \ 539,CH,Luzern,Sempach,Uferpromenade,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,221467,657838
1421,1164,402 \ 539,CH,Luzern,Sempach,Uferpromenade,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,220965,657809
1422,1165,758; 861 \ 539,CH,Luzern,Sempach,Gerbegasse 1,settlement,settlement mineral soil,typological,neolithic,EN,AC/SK,221229,657384
1423,1166,74/300.1 \,CH,Vaud,Senarclens,En Vernier,single find,single find STONE AXE,typological,neolithic,,,161865,528252
1424,1167,298/300.1 \,CH,Vaud,Servion,undef.,single find,single find,typological,bronze age,,,158654,550027
1425,1168,,CH,Fribourg,Sévaz,La Condémine,settlement,settlement mineral soil,14-C,bronze age,LBA,HaB,187780,557261
1426,1169,2034,CH,Fribourg,Sévaz,Tudinges 1,settlement,settlement mineral soil,14-C,neolithic,EN,AC/SK,187795,557354
1427,1169,2034,CH,Fribourg,Sévaz,Tudinges 1,settlement,settlement mineral soil,14-C,neolithic,LN,Lattrigen,187574,557219
1428,1170,75/300.2 \,CH,Vaud,Sévery,undef.,single find,single find,typological,bronze age,LBA,,158378,523714
1429,1179,447.000.1 \ 12799,CH,Bern,Sigriswil,Guntenschlucht,single find,single find,typological,bronze age,MBA,BzB,174240,620502
1430,1180,447.000. \ 13081,CH,Bern,Sigriswil,Justistal,single find,single find,typological,bronze age,MBA,BzC,174233,625173
1431,1181,447.001. \ 13078,CH,Bern,Sigriswil,Ringoldswil,depot,depot (>1),typological,bronze age,EBA,BzA2,175948,619987
1432,1182,175(A)19,CH,Aargau,Sins,Eichfeld,settlement,settlement mineral soil,typological,bronze age,MBA,,227360,673562
1433,1182,175(A)19,CH,Aargau,Sins,Eichfeld,settlement,settlement mineral soil,typological,bronze age,LBA,,226745,673528
1434,1229,138.000. \ 13468,CH,Bern,Siselen,Schueppesse / Iselacher,single find,single find,typological,bronze age,,,210458,582205
1435,1230,,CH,Solothurn,Solothurn,undef.,single find,single find,typological,bronze age,,,229458,607663
1436,1231,,CH,Bern,Spiez,Friedhof,ritual place,menhir single,NA,prehistoric,,,171570,618604
1437,1232,339.002.1 \ 11318/11353,CH,Bern,Spiez,Bürg,settlement,settlement mineral soil,typological,bronze age,MBA,,170985,619954
1438,1232,339.002.1 \ 11318/11353,CH,Bern,Spiez,Bürg,settlement,settlement mineral soil,typological,neolithic,,,170896,619826
1439,1233,339.015. \ 11305,CH,Bern,Spiez,Gogerwald,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,170287,619050
1440,1234,339.001. \ 11316,CH,Bern,Spiez,Eggli,single find,stray findings (>1),typological,bronze age,LBA,,171737,617176
1441,1235,339.000. \ 11338,CH,Bern,Spiez,Gwatt,single find,single find,typological,bronze age,MBA,BzB,174979,614854
1442,1236,339.005. \ 11336,CH,Bern,Spiez,Einigen Holeeweg,burial place,stone cist group (>1<10),14-C,bronze age,EBA,BzA2,173801,615274
1443,1237,339.000.2 \ 11300,CH,Bern,Spiez,Faulensee,single find,stray findings (>1),typological,bronze age,LBA,BzD|HaA,169503,620691
1444,1237,339.000.2 \ 11300,CH,Bern,Spiez,Faulensee,single find,stray findings (>1),typological,neolithic,,,169870,620436
1445,1238,339.000. \ 11333,CH,Bern,Spiez,Spiezwiler,single find,stray findings (>1),typological,bronze age,LBA,BzD,171205,617618
1446,1239,339.003. \ 11342,CH,Bern,Spiez,Faulensee,burial place,grave group (>1<10),typological,bronze age,,,170182,620816
1447,1240,32(A)14,CH,Aargau,Spreitenbach,Moosweg,burial place,grave megalithic,14-C,neolithic,EN,AC/SK,252863,672756
1448,1241,32(A)18,CH,Aargau,Spreitenbach,Mittlerzelg / Willenacher; IKEA I,settlement,settlement mineral soil,14-C,bronze age,,,252894,671699
1449,1242,,CH,Nidwalden,Stansstad,Kehrsiten,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,206286,670847
1450,1242,,CH,Nidwalden,Stansstad,Kehrsiten,settlement,settlement lakeshore,14-C,neolithic,UN,Cortaillod,206098,671369
1451,1242,,CH,Nidwalden,Stansstad,Kehrsiten,settlement,settlement lakeshore,14-C,neolithic,UN,Cortaillod,206130,671365
1452,1243,,CH,Vaud,Ste-Croix,Col des Etroits; Passage d'Entre Roches,depot,depot (>1),typological,bronze age,MBA,BzC,187950,527930
1453,1244,,CH,Vaud,Ste-Croix,Gorges de Covatanne,settlement,settlement abri/cave,typological,bronze age,,,186043,531818
1454,1245,448.000. \ 13906,CH,Bern,Steffisburg,Eichfeld,single find,single find,typological,bronze age,EBA,BzA2,180685,614351
1455,1246,118/9 \,CH,Solothurn,Stüsslingen,Hauptstarsse 52,settlement,settlement mineral soil,14-C,bronze age,MBA,BzB,249940,640440
1456,1246,118/9 \,CH,Solothurn,Stüsslingen,Hauptstarsse 52,settlement,settlement mineral soil,typological,neolithic,LN,,249913,640393
1457,1247,131(A)8,CH,Aargau,Sulz,Bütz Breite,settlement,settlement mineral soil,typological,bronze age,LBA,HaA|B,266233,650318
1458,1249,\ 519-520,CH,Luzern,Sursee,Gamma-Inseli,settlement,settlement lakeshore,typological,bronze age,LBA,,224616,652799
1459,1249,\ 519-520,CH,Luzern,Sursee,Gamma-Inseli,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,224764,652552
1460,1250,\ 519-520,CH,Luzern,Sursee,Landzunge Mariazell,settlement,settlement lakeshore,typological,bronze age,LBA,,225087,652953
1461,1250,\ 519-520,CH,Luzern,Sursee,Landzunge Mariazell,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,225240,652622
1462,1251,655 \ 519-520,CH,Luzern,Sursee,Hostetterfeld,settlement,settlement mineral soil,typological,bronze age,,,225523,651886
1463,1252,1098 \ 519-520,CH,Luzern,Sursee,Mariazell,settlement,settlement mineral soil,typological,bronze age,LBA,,226237,652897
1464,1254,,CH,Vaud,Suscévaz,S-O du Village,burial place,grave single,typological,bronze age,LBA,BzD,179869,534981
1465,1255,326.130. \ 10933,CH,Bern,Sutz-Lattrigen,Buchtstation Iva,settlement,settlement lakeshore,dendro,bronze age,EBA,BzA2,218102,583479
1466,1255,326.130. \ 10933,CH,Bern,Sutz-Lattrigen,Buchtstation Iva,settlement,settlement lakeshore,dendro,bronze age,EBA,BzA2,218377,584186
1467,1255,326.130. \ 10933,CH,Bern,Sutz-Lattrigen,Buchtstation Iva,settlement,settlement lakeshore,typological,neolithic,,,217679,584091
1468,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,typological,bronze age,EBA,,216975,582523
1469,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,typological,neolithic,EN,GBK,217197,583013
1470,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,217123,582978
1471,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,216844,582839
1472,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,216947,582517
1473,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,217212,582824
1474,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,216424,582699
1475,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,217095,582547
1476,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,216588,582763
1477,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,216592,583138
1478,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,217162,582986
1479,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,216789,582736
1480,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,216460,583203
1481,1256,326.170. \ 10938,CH,Bern,Sutz-Lattrigen,Hauptstation VII,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,216811,583064
1482,1257,326.180. \ 10939,CH,Bern,Sutz-Lattrigen,Kleine Station VIII,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,216269,583048
1483,1257,326.180. \ 10939,CH,Bern,Sutz-Lattrigen,Kleine Station VIII,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,216485,582877
1484,1257,326.180. \ 10939,CH,Bern,Sutz-Lattrigen,Kleine Station VIII,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,216310,582612
1485,1257,326.180. \ 10939,CH,Bern,Sutz-Lattrigen,Kleine Station VIII,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,216723,582371
1486,1257,326.180. \ 10939,CH,Bern,Sutz-Lattrigen,Kleine Station VIII,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,216263,583009
1487,1258,326.140. \ 10934/10941,CH,Bern,Sutz-Lattrigen,Neue Station IV,settlement,settlement lakeshore,dendro,bronze age,LBA,HaB,218171,583169
1488,1258,326.140. \ 10934/10941,CH,Bern,Sutz-Lattrigen,Neue Station IV,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,217423,583771
1489,1258,326.140. \ 10934/10941,CH,Bern,Sutz-Lattrigen,Neue Station IV,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,217501,583921
1490,1258,326.140. \ 10934/10941,CH,Bern,Sutz-Lattrigen,Neue Station IV,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,218172,583641
1491,1258,326.140. \ 10934/10941,CH,Bern,Sutz-Lattrigen,Neue Station IV,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,217885,583500
1492,1258,326.140. \ 10934/10941,CH,Bern,Sutz-Lattrigen,Neue Station IV,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,217602,583701
1493,1258,326.140. \ 10934/10941,CH,Bern,Sutz-Lattrigen,Neue Station IV,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,218059,583858
1494,1259,326.160. \ 10937,CH,Bern,Sutz-Lattrigen,Riedstation VI,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,216842,583052
1495,1260,326.150. \ 10935,CH,Bern,Sutz-Lattrigen,Rütte V,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,217902,583704
