"neotoma_id","name","lat","lng"
"26632","Le Loclat",47.01867,6.99669
"46280","Moossee",47.0213888888889,7.48380555555556
"40955","Burgaschisee",47.16969,7.66823
"44723","Soppensee",47.090765,8.08088
"4382","Rotsee",47.075556,8.325556
